시설물명,주소,교량형식,교량연장,차로수,경간수,최대경간수,,
웅천대교,경상남도 창원시 진해구 안골동 ,강박스거더교(STB),595,6,11,75,,
안골대교,경상남도 창원시 진해구 남문동 ,아치교(AR),765,6,10,110,,
양산고가철도교,경상남도 양산시 물금읍 ,PC빔교(PC I),1865,2,71,40,,
눌차교,부산광역시 강서구 눌차동 ,강합성콘크리트거더교,300.1,6,1,300.1,,
팔왕교,전라북도 부안군 동진면 하장리,PC빔교(PC I),150.3,2,5,30.1,,
서해만경강교(목포),전라북도 군산시 대야면 복교리 416-4,PC박스거더교(PCB),880,2,18,50,,
우곡3교(목포),전라북도 군산시 성산면 창오리 90-2,강박스거더교(STB),100.1,2,2,50,,
우곡3교(서울),전라북도 군산시 성산면 창오리 90-2,강박스거더교(STB),100.1,2,2,50,,
복교1교(서울),전라북도 군산시 대야면 죽산리 389-16,강박스거더교(STB),261,2,6,50,,
장산1교(목포),전라북도 김제시 청하면 장산리 166,PC빔교(PC I),180,2,6,30,,
신평천교(서울),전라북도 김제시 복죽동 502-18,PC빔교(PC I),150,2,5,30,,
서포교(목포),전라북도 김제시 죽산면 서포리 766-5,강박스거더교(STB),160,2,4,45,,
고창천교(목포),전라북도 고창군 고창읍 죽림리 112-3,PC빔교(PC I),320,2,11,30,,
고창IC교(서울),전라북도 고창군 고창읍 도산리,PC빔교(PC I),180,2,6,30,,
고창IC교(목포),전라북도 고창군 고창읍 도산리,PC빔교(PC I),180,2,6,30,,
고창IC2교,전라북도 고창군 고창읍 주곡리 1074-1,강박스거더교(STB),135,2,3,50,,
왕금교(서울),전라북도 부안군 백산면 금판리 799-16,PC빔교(PC I),330,2,11,30,,
왕금교(목포),전라북도 부안군 백산면 금판리 799-16,PC빔교(PC I),330,2,11,30,,
부곡교(서울),전라북도 부안군 보안면 부곡리 349-1,PC빔교(PC I),480,2,16,30,,
복교3교(서울),전라북도 군산시 대야면 복교리 553-1,PC슬래브교(PCS),180,2,6,30,,
복교3교(목포),전라북도 군산시 대야면 복교리 559-10,PC슬래브교(PCS),180,2,6,30,,
장산1교(서울),전라북도 김제시 청하면 장산리 166,PC빔교(PC I),180,2,6,30,,
신평천교(목포),전라북도 김제시 복죽동 502-18,PC빔교(PC I),150,2,5,30,,
원평천교(서울),전라북도 김제시 죽산면 죽산리 423-15,PC빔교(PC I),420,2,14,30,,
원평천교(목포),전라북도 김제시 죽산면 죽산리 423-15,PC빔교(PC I),420,2,14,30,,
서포교(서울),전라북도 김제시 죽산면 서포리 766-5,강박스거더교(STB),160,2,4,45,,
갈곡천교(서울),전라북도 고창군 흥덕면 사천리 921,PC빔교(PC I),150,2,5,30,,
갈곡천교(목포),전라북도 고창군 흥덕면 사천리 921,PC빔교(PC I),150,2,5,30,,
춘산2교(목포),전라북도 고창군 대산면 춘산리 834-7,강박스거더교(STB),60,4,1,60,,
춘산2교(서울),전라북도 고창군 대산면 춘산리 834-7,강박스거더교(STB),60,4,1,60,,
죽산3교(목포),전라북도 김제시 죽산면 죽산리 87-26,강박스거더교(STB),55,4,1,55,,
죽산3교(서울),전라북도 김제시 죽산면 죽산리 87-26,강박스거더교(STB),55,2,1,55,,
서해만경강교(서울),전라북도 군산시 대야면 복교리 416-4,PC박스거더교(PCB),880,2,18,50,,
와탄천교(서울),전라북도 고창군 대산면 춘산리 764-9,PC빔교(PC I),460,2,15,40,,
갈촌교(서울),전라북도 부안군 주산면 갈촌리 1028-3,PC빔교(PC I),180,2,6,30,,
갈촌교(목포),전라북도 부안군 주산면 갈촌리 1028-3,PC빔교(PC I),210,2,7,30,,
부곡교(목포),전라북도 부안군 보안면 부곡리 656-9,PC빔교(PC I),480,2,16,30,,
와탄천교(목포),전라북도 고창군 대산면 춘산리 764-9,PC빔교(PC I),460,4,15,40,,
대산천교(목포),전라북도 고창군 대산면 중산리 1197-17,PC빔교(PC I),150,4,5,30,,
덕림천교(목포),전라북도 고창군 성송면 괴치리 8251,PC빔교(PC I),150,2,5,30,,
덕림천교(서울),전라북도 고창군 성송면 괴치리 8251,PC빔교(PC I),180,4,6,30,,
복교1교(목포),전라북도 군산시 대야면 죽산리 389-16,강박스거더교(STB),261,2,6,50,,
부안동진강교(서울),전라북도 김제시 죽산면 연포리 736-92,PC박스거더교(PCB),725,2,15,50,,
부안동진강교(목포),전라북도 김제시 죽산면 연포리 736-92,PC박스거더교(PCB),725,2,15,50,,
고창천교(서울),전라북도 고창군 고창읍 죽림리 112-3,PC빔교(PC I),320,4,11,30,,
하장2교(목포),전라북도 부안군 동진면 하장리 1605-14,스틸 박스교,115,4,3,45,,
흥덕천교(목포),전라북도 부안군 부안읍 모산리 777,PC빔교(PC I),390,4,13,30,,
외하2교(서울),전라북도 부안군 부안읍 외하리 397,PC빔교(PC I),390,4,13,30,,
죽림1교(서울),전라북도 부안군 백산면 죽림리 830,PC빔교(PC I),210,4,7,30,,
죽림1교(목포),전라북도 부안군 백산면 죽림리 830,PC빔교(PC I),210,4,7,30,,
대산천교(서울),전라북도 고창군 대산면 중산리 1197-17,PC빔교(PC I),180,2,6,30,,
흥덕천교(서울),전라북도 부안군 부안읍 모산리 777,PC빔교(PC I),390,4,13,30,,
부안IC1교(서울),전라북도 부안군 동진면 하장리 1606-21,강박스거더교(STB),100,4,3,40,,
복교4교(서울),전라북도 군산시 대야면 복교리 401-3,RC슬래브교(RCS),120,2,6,20,,
복교4교(목포),전라북도 군산시 대야면 복교리 399-1,라멘교(RA),180,2,6,30,,
외하2교(목포),전라북도 부안군 부안읍 외하리 397,PC빔교(PC I),390,4,13,30,,
부안IC1교(목포),전라북도 부안군 동진면 하장리 1606-21,스틸 박스교,100,4,3,40,,
하장2교(서울),전라북도 부안군 동진면 하장리 ,스틸 박스교,115,4,3,45,,
청암교,광주광역시 북구 청풍동 산392,강판형교(SPG),120,2,3,47.5,,
조야교,대구광역시 북구 조야동 ,PC박스거더교(PCB),380,2,20,25,,
무태교,대구광역시 북구 무태동 ,PC빔교(PC I),396.5,2,13,30.4,,
신성교,대구광역시 북구 칠성1가 ,RC슬래브교(RCS),102,2,8,13.4,,
와우시티교,"울산광역시 북구 제내5길 66, 일원 (신천동)",PC빔교(PC I),104,3,3,37,,
산전교,울산광역시 북구 진장동 ,RC거더교,136.5,1,15,9.5,,
천곡교,울산광역시 북구 천곡동 ,PC빔교(PC I),125,2,5,25,,
시례잠수교,울산광역시 북구 시례동 ,RC박스거더교(RCB),125,1,31,12.7,,
진장교,울산광역시 북구 진장동 ,강 I 빔교(ST I),155.5,2,12,13.6,,
병영교,울산광역시 중구 남외동 ,PC빔교(PC I),153.4,2,6,25.6,,
황토전교,울산광역시 북구 어물동 ,P.S.C Beam,245,2,7,35,,
원동교(천곡2교),울산광역시 북구 천곡동 ,RC슬래브교(RCS),136.4,2,6,22.8,,
동선고가차도,서울특별시 성북구 동선동3가 50-2,RC슬래브교(RCS),205,8,5,40,,
노원교,서울특별시 도봉구 도봉동 86-1,PC빔교(PC I),115,4,5,23,,
녹천교,서울특별시 도봉구 창동 756-164,프리플렉스빔교(PF),130,6,4,32.5,,
창동교,서울특별시 도봉구 창동 21-1,프리플렉스빔교(PF),111,6,3,37,,
월계1교,서울특별시 노원구 월계동 247-3,PC빔교(PC I),125,4,5,25,,
상계교,서울특별시 도봉구 방학동 726-166,PC빔교(PC I),150,6,5,30,,
화랑고가차도,서울특별시 노원구 월계동 42-9,PC빔교(PC I),332,4,10,48,,
늑도대교,경상남도 사천시 사천읍 동서동,PC박스거더교(PCB),340,3,3,160,,
삼천포 RAMP-A교,경상남도 사천시 대방동 ,강박스거더교(STB),129.9,1,4,50,,
삼천포 RAMP-B교,경상남도 사천시 대방동 ,강박스거더교(STB),129.9,1,4,50,,
가산교,경상남도 사천시 축동면 가산리,PC빔교(PC I),192,2,10,19.2,,
삼천포 접속교,경상남도 사천시 대방동 ,강박스거더교(STB),150,3,3,50,,
금성교,경상남도 사천시 곤명면 금성리,PC빔교(PC I),390,2,13,30,,
삼천포대교,경상남도 사천시 대방동 ,사장교(CS),436,3,3,230,,
삼천포 I/C교,경상남도 사천시 대방동 ,강박스거더교(STB),210,3,4,55,,
송포IC교,경상남도 사천시 송포동 ,BICON거더,50,4,1,50,,
송포1교(상),경상남도 사천시 송포동 ,강박스거더교(STB),555,2,11,60,,
송포1교(하),경상남도 사천시 송포동 ,강박스거더교(STB),555,2,11,60,,
초양대교,경상남도 사천시 늑도동 초양섬,아치교(AR),202,3,1,202,,
토현교,경상남도 산청군 신안면 원지로 116,RC슬래브교(RCS),165,1,12,13.8,,
두곡교,경상남도 산청군 신등면 ,RCS+라멘교,120,2,8,15.4,,
자양교,경상남도 산청군 단성면 지리산대로2474번길 창촌리 678-5,RCT빔교(RCT),105,1,7,15,,
소이교,경상남도 산청군 신안면 소이리 ,RCT빔교(RCT),120,1,8,15,,
장란교,경상남도 산청군 생비량면 지리산대로 4279,라멘교(RA),165,2,11,15,,
장재교,경상남도 산청군 산청읍 동의보감로312번길 차탄리 334-5,RC슬래브교(RCS),113.4,1,18,6.3,,
고읍교,경상남도 산청군 생초면 어서리 ,PC빔교(PC I),175,2,7,25,,
제보교,경상남도 산청군 생비량면 지리산대로4763번길 제보리 358-3,PC빔교(PC I),150,2,5,30,,
대포교,경상남도 산청군 생초면 대포리 ,프리플렉스빔교(PF),210,2,5,46.5,,
수산교,경상남도 산청군 신안면 문익점로 산14-13,프리플렉스빔교(PF),218,2,5,47,,
어천교(신안209호),경상남도 산청군 산청읍 호암로 외송리 906,P.F 빔,150,2,4,37.5,,
원리교,경상남도 산청군 시천면 남명로 185,RC슬래브교(RCS),104,2,7,16,,
생비량교,경상남도 산청군 생비량면 지리산대로 4761,PC빔교(PC I),100.6,2,4,25.2,,
진주대교(통영),경상남도 진주시 평거동 367,PC박스거더교(PCB),1160,2,24,50,,
진주대교(하남),경상남도 진주시 평거동 367,PC박스거더교(PCB),1160,2,24,50,,
경호강1교(하남),경상남도 산청군 생초면 어서리 995,PC박스거더교(PCB),530,2,11,50,,
경호강2교(하남),경상남도 산청군 금서면 매촌리 693-4,PC박스거더교(PCB),340,2,7,50,,
경호강3교(하남),경상남도 산청군 산청읍 옥산리 881-1,PC박스거더교(PCB),435,2,9,50,,
경호강4교(하남),경상남도 산청군 산청읍 내리 1021-4,강박스거더교(STB),240,2,5,50,,
내동교(하남),경상남도 진주시 내동면 독산리 1252-67,PC박스거더교(PCB),435,2,9,60,,
신율교(통영),경상남도 진주시 내동면 신율리 산40-2,강박스거더교(STB),250,2,5,55,,
신율교(하남),경상남도 진주시 내동면 신율리 산40-2,강박스거더교(STB),250,2,5,55,,
진주JCT교(통영),경상남도 진주시 정촌면 화개리 산254-8,강박스거더교(STB),199.1,2,4,50,,
함양JCT4교,경상남도 함양군 지곡면 공배리 231-20,강박스거더교(STB),100,1,3,40,,
갈전교(통영),경상남도 산청군 생초면 갈전리 산43-8,PC빔교(PC I),240,2,8,30,,
내동교(통영),경상남도 진주시 내동면 독산리 1252-67,PC박스거더교(PCB),495,2,9,60,,
남강천1교(하남),경상남도 함양군 함양읍 백천리 198-1,PC빔교(PC I),270,2,9,30,,
평촌교(하남),경상남도 산청군 생초면 평촌리 729-1,PC빔교(PC I),300,2,10,30,,
갈전교(하남),경상남도 산청군 생초면 갈전리 산43-8,PC빔교(PC I),240,2,8,30,,
방목3교(하남),경상남도 산청군 단성면 방목리 산76-1,PC빔교(PC I),270,2,9,30,,
퇴옹교(하남),경상남도 산청군 단성면 묵곡리 산99-1,아치교(AR),180,2,5,52,,
판문교(통영),경상남도 진주시 판문동 668-8,PC빔교(PC I),210.4,2,6,59.9,,
판문교(하남),경상남도 진주시 판문동 판문동668-8,PC빔교(PC I),210.4,2,6,59.9,,
남강천2교(하남),경상남도 함양군 수동면 화산리 1327-117,강박스거더교(STB),600,2,12,50,,
남강천3교(하남),경상남도 함양군 유림면 대궁리 122-1,PC박스거더교(PCB),530,2,11,50,,
서상IC1교,경상남도 함양군 서상면 옥산리 3-7,PC빔교(PC I),180,2,6,30,,
송계3교(통영),경상남도 함양군 서하면 송계리 산108-1,PC빔교(PC I),180,2,6,30,,
다곡4교(통영),경상남도 함양군 서하면 다곡리 255-1,PC빔교(PC I),120,2,4,30,,
진주JCT교(하남),경상남도 진주시 정촌면 화개리 산254-8,강박스거더교(STB),199.1,2,4,50,,
진주JCT2교,경상남도 진주시 정촌면 화개리 산170-4,강박스거더교(STB),165,2,3,55,,
신기교(통영),경상남도 산청군 산청읍 범학리 산139-3,강박스거더교(STB),55,2,1,55,,
신기교(하남),경상남도 산청군 산청읍 범학리 산139-3,강박스거더교(STB),55,2,1,55,,
진주JCT4교,경상남도 진주시 정촌면 화개리 1722-4,강박스거더교(STB),169.8,2,5,60,,
경호강1교(통영),경상남도 산청군 생초면 어서리 995,PC박스거더교(PCB),530,2,11,50,,
경호강2교(통영),경상남도 산청군 금서면 매촌리 693-4,PC박스거더교(PCB),340,2,7,50,,
경호강3교(통영),경상남도 산청군 산청읍 옥산리 881-1,PC박스거더교(PCB),435,2,9,50,,
경호강4교(통영),경상남도 산청군 산청읍 내리 1021-4,강박스거더교(STB),240,2,5,50,,
경호강5교(통영),경상남도 산청군 신안면 외송리 산233-14,PC박스거더교(PCB),441.1,2,9,50,,
경호강6교(통영),경상남도 산청군 단성면 사월리 82-10,PC박스거더교(PCB),630,2,13,50,,
진주JCT3교,경상남도 진주시 정촌면 화개리 산157-8,강박스거더교(STB),60,2,1,60,,
자신2교(하남),경상남도 산청군 산청읍 범학리 1258-12,강박스거더교(STB),57,2,1,57,,
자신2교(통영),경상남도 산청군 산청읍 범학리 1258-11,강박스거더교(STB),57,2,1,57,,
서현교(하남),경상남도 진주시 명석면 오미리 산247-9,PC빔교(PC I),510.7,2,17,30.1,,
경호강6교(하남),경상남도 산청군 단성면 사월리 82-10,PC박스거더교(PCB),630,2,13,50,,
경호강5교(하남),경상남도 산청군 신안면 외송리 산236-4,PC박스거더교(PCB),441.1,2,9,50.2,,
남강천2교(통영),경상남도 함양군 수동면 화산리 1327-117,강박스거더교(STB),600,2,12,50,,
남강천3교(통영),경상남도 함양군 유림면 대궁리 122-1,PC박스거더교(PCB),530,2,11,50,,
서현교(통영),경상남도 진주시 명석면 오미리 산247-9,PC빔교(PC I),510.7,2,17,30.1,,
평촌2교(하남),경상남도 함양군 지곡면 평촌리 산27-6,PC빔교(PC I),270,2,9,30,,
황산교(하남),경상남도 함양군 서하면 황산리 산106-3,PC빔교(PC I),480,2,16,30,,
덕암1교(하남),경상남도 함양군 지곡면 덕암리 56-1,강박스거더교(STB),380,2,8,50,,
서하교(하남),경상남도 함양군 서하면 송계리 산140,강박스거더교(STB),713,2,14,70,,
송계1교(하남),경상남도 함양군 서하면 송계리 1354-1,강박스거더교(STB),230,2,4,60,,
옥산3교(하남),경상남도 함양군 서상면 옥산리 756-5,강박스거더교(STB),400,2,7,60,,
옥산3교(통영),경상남도 함양군 서상면 옥산리 756-5,강박스거더교(STB),400,2,7,60,,
송계1교(통영),경상남도 함양군 서하면 송계리 1354-1,강박스거더교(STB),230,2,4,60,,
서하교(통영),경상남도 함양군 서하면 송계리 산140,강박스거더교(STB),713,2,14,70,,
평촌2교(통영),경상남도 함양군 지곡면 평촌리 산27-6,PC빔교(PC I),270,2,9,30,,
황산교(통영),경상남도 함양군 서하면 황산리 산106-3,PC빔교(PC I),480,2,16,30,,
시목2교(통영),경상남도 함양군 지곡면 시목리 산16-3,PC빔교(PC I),270,2,9,30,,
덕암2교(통영),경상남도 함양군 지곡면 덕암리 산24-1,PC빔교(PC I),300,2,10,30,,
백천2교(통영),경상남도 함양군 함양읍 백천리 342-7,강박스거더교(STB),140,2,3,60,,
백천2교(하남),경상남도 함양군 함양읍 백천리 342-7,강박스거더교(STB),140,2,3,60,,
퇴옹교(통영),경상남도 산청군 단성면 묵곡리 산99-1,아치교(AR),60,2,5,12,,
다곡4교(하남),경상남도 함양군 서하면 다곡리 255-1,PC빔교(PC I),120,2,4,30,,
덕암2교(하남),경상남도 함양군 지곡면 덕암리 산24-1,PC빔교(PC I),300,2,10,30,,
송계3교(하남),경상남도 함양군 서하면 송계리 산108-1,PC빔교(PC I),180,2,6,30,,
시목2교(하남),경상남도 함양군 지곡면 시목리 산16-3,PC빔교(PC I),270,2,9,30,,
지곡IC2교,경상남도 함양군 지곡면 마산리 347-7,강박스거더교(STB),100,2,2,50,,
덕암1교(통영),경상남도 함양군 지곡면 덕암리 56-1,강박스거더교(STB),380,2,8,50,,
평촌교(통영),경상남도 산청군 생초면 평촌리 729-1,PC빔교(PC I),300,2,10,30,,
방목3교(통영),경상남도 산청군 단성면 방목리 산76-1,PC빔교(PC I),270,2,9,30,,
진주JCT7교,경상남도 진주시 정촌면 화개리 1776-4,강박스거더교(STB),118.7,1,3,49.4,,
오미교(통영),경상남도 진주시 명석면 오미리 산201-14,PC빔교(PC I),272.7,2,9,30,,
가화1교(하남),경상남도 진주시 명석면 가화리 산238-10,PC빔교(PC I),390,2,13,30,,
함양JCT9교,경상남도 함양군 지곡면 공배리 254-8,강박스거더교(STB),100,1,3,40,,
정곡천교(통영),경상남도 산청군 산청읍 묵곡리 99-1,PC빔교(PC I),150,2,5,30,,
남강천1교(통영),경상남도 함양군 함양읍 백천리 198-1,PC빔교(PC I),270,2,9,30,,
독산교(통영),경상남도 진주시 내동면 독산리 516-17,PC박스거더교(PCB),140,2,4,40,,
진주JCT5교,경상남도 진주시 정촌면 화개리 1730-9,강박스거더교(STB),180.2,1,4,45.1,,
정곡천교(하남),경상남도 산청군 산청읍 묵곡리 99-1,PC빔교(PC I),150,2,5,30,,
가화2교(통영),경상남도 진주시 명석면 가화리 산208-3,PC빔교(PC I),210,2,7,30,,
오미교(하남),경상남도 진주시 명석면 오미리 산201-14,PC빔교(PC I),272.7,2,9,30,,
